observed_at,price_value
2018-12-03,1112.28000000
2018-12-04,1105.30000000
2018-12-05,1113.61000000
2018-12-06,1121.51000000
2018-12-07,1124.50000000
2018-12-10,1126.84000000
2018-12-11,1128.54000000
2018-12-12,1128.70000000
2018-12-13,1124.40000000
2018-12-14,1134.40000000
2018-12-17,1130.60000000
2018-12-18,1128.90000000
2018-12-19,1126.00000000
2018-12-20,1121.90000000
2018-12-21,1123.80000000
2018-12-24,1125.18000000
2018-12-27,1122.30000000
2018-12-28,1116.95000000
2018-12-31,1116.10000000
2019-01-02,1121.80000000
2019-01-03,1127.22000000
2019-01-04,1121.75000000
2019-01-07,1119.40000000
2019-01-08,1126.42000000
2019-01-09,1121.05000000
2019-01-10,1117.50000000
2019-01-11,1117.80000000
2019-01-14,1123.07000000
2019-01-15,1123.30000000
2019-01-16,1122.45000000
2019-01-17,1123.80000000
2019-01-18,1121.50000000
2019-01-21,1131.30000000
2019-01-22,1131.56000000
2019-01-23,1127.83000000
2019-01-24,1129.69000000
2019-01-25,1120.10000000
2019-01-28,1118.60000000
2019-01-29,1118.30000000
2019-01-30,1118.19000000
2019-01-31,1112.10000000
2019-02-01,1117.02000000
2019-02-04,1120.60000000
2019-02-05,1117.70000000
2019-02-06,1120.84000000
2019-02-07,1125.00000000
2019-02-08,1122.83000000
2019-02-11,1125.30000000
2019-02-12,1123.61000000
2019-02-13,1123.40000000
2019-02-14,1127.43000000
2019-02-15,1127.28000000
2019-02-18,1125.80000000
2019-02-19,1127.59000000
2019-02-20,1122.79000000
2019-02-21,1125.25000000
2019-02-22,1124.24000000
2019-02-25,1117.74000000
2019-02-26,1117.86000000
2019-02-27,1118.45000000
2019-02-28,1122.17000000
2019-03-01,1126.35000000
2019-03-04,1126.12000000
2019-03-05,1126.85000000
2019-03-06,1127.86000000
2019-03-07,1129.58000000
2019-03-08,1136.70000000
2019-03-11,1134.19000000
2019-03-12,1129.83000000
2019-03-13,1131.66000000
2019-03-14,1136.45000000
2019-03-15,1136.05000000
2019-03-18,1131.96000000
2019-03-19,1129.73000000
2019-03-20,1129.08000000
2019-03-21,1128.80000000
2019-03-22,1135.03000000
2019-03-25,1132.95000000
2019-03-26,1134.45000000
2019-03-27,1137.55000000
2019-03-28,1139.16000000
2019-03-29,1136.15000000
2019-04-01,1134.96000000
2019-04-02,1136.38000000
2019-04-03,1134.35000000
2019-04-04,1137.42000000
2019-04-05,1137.40000000
2019-04-08,1145.39000000
2019-04-09,1139.45000000
2019-04-10,1137.59000000
2019-04-11,1140.95000000
2019-04-12,1133.29000000
2019-04-15,1132.65000000
2019-04-16,1135.05000000
2019-04-17,1133.22000000
2019-04-18,1136.84000000
2019-04-23,1142.07000000
2019-04-24,1151.07000000
2019-04-25,1163.15000000
2019-04-26,1160.93000000
2019-04-29,1160.54000000
2019-04-30,1165.99000000
2019-05-02,1163.17000000
2019-05-03,1169.95000000
2019-05-06,1170.80000000
2019-05-07,1171.06000000
2019-05-08,1172.55000000
2019-05-09,1183.04000000
2019-05-10,1180.16000000
2019-05-13,1187.95000000
2019-05-14,1187.60000000
2019-05-15,1190.48000000
2019-05-16,1189.12000000
2019-05-17,1194.40000000
2019-05-20,1193.80000000
2019-05-21,1193.33000000
2019-05-22,1189.96000000
2019-05-23,1191.68000000
2019-05-24,1187.35000000
2019-05-27,1184.90000000
2019-05-28,1188.25000000
2019-05-29,1195.14000000
2019-05-30,1190.92000000
2019-05-31,1191.20000000
2019-06-03,1183.24000000
2019-06-04,1183.65000000
2019-06-05,1176.45000000
2019-06-06,1179.57000000
2019-06-07,1185.33000000
2019-06-10,1185.49000000
2019-06-11,1181.52000000
2019-06-12,1181.50000000
2019-06-13,1183.22000000
2019-06-14,1183.84000000
2019-06-17,1186.80000000
2019-06-18,1184.91000000
2019-06-19,1176.60000000
2019-06-20,1160.56000000
2019-06-21,1161.55000000
2019-06-24,1156.55000000
2019-06-25,1154.08000000
2019-06-26,1155.48000000
2019-06-27,1154.90000000
2019-06-28,1155.84000000
2019-07-01,1161.57000000
2019-07-02,1166.53000000
2019-07-03,1169.79000000
2019-07-04,1168.95000000
2019-07-05,1170.90000000
2019-07-08,1178.84000000
2019-07-09,1182.55000000
2019-07-10,1181.11000000
2019-07-11,1173.27000000
2019-07-12,1178.97000000
2019-07-15,1179.34000000
2019-07-16,1178.78000000
2019-07-17,1181.17000000
2019-07-18,1178.05000000
2019-07-19,1175.06000000
2019-07-22,1177.30000000
2019-07-23,1178.75000000
2019-07-24,1177.26000000
2019-07-25,1180.53000000
2019-07-26,1183.15000000
2019-07-29,1184.30000000
2019-07-30,1180.97000000
2019-07-31,1182.18000000
2019-08-01,1190.25000000
2019-08-02,1200.65000000
2019-08-05,1216.10000000
2019-08-06,1213.30000000
2019-08-07,1215.62000000
2019-08-08,1208.93000000
2019-08-09,1211.15000000
2019-08-12,1219.00000000
2019-08-13,1223.67000000
2019-08-14,1214.25000000
2019-08-15,1213.55000000
2019-08-16,1208.56000000
2019-08-19,1209.71000000
2019-08-20,1207.82000000
2019-08-21,1202.98000000
2019-08-22,1209.95000000
2019-08-23,1212.10000000
2019-08-26,1213.40000000
2019-08-27,1212.56000000
2019-08-28,1213.99000000
2019-08-29,1210.27000000
2019-08-30,1208.06000000
2019-09-02,1212.15000000
2019-09-03,1214.96000000
2019-09-04,1205.26000000
2019-09-05,1197.23000000
2019-09-06,1192.27000000
2019-09-09,1192.78000000
2019-09-10,1191.91000000
2019-09-11,1192.71000000
2019-09-12,1182.94000000
2019-09-13,1177.00000000
2019-09-16,1184.05000000
2019-09-17,1189.60000000
2019-09-18,1190.83000000
2019-09-19,1194.22000000
2019-09-20,1188.79000000
2019-09-23,1197.33000000
2019-09-24,1193.91000000
2019-09-25,1200.50000000
2019-09-26,1201.23000000
2019-09-27,1198.40000000
2019-09-30,1198.30000000
2019-10-01,1202.57000000
2019-10-02,1206.59000000
2019-10-03,1203.40000000
2019-10-04,1195.30000000
2019-10-07,1196.40000000
2019-10-08,1198.26000000
2019-10-09,1197.31000000
2019-10-10,1192.99000000
2019-10-11,1185.01000000
2019-10-14,1184.90000000
2019-10-15,1186.07000000
2019-10-16,1188.67000000
2019-10-17,1178.96000000
2019-10-18,1179.41000000
2019-10-21,1171.61000000
2019-10-22,1173.25000000
2019-10-23,1171.85000000
2019-10-24,1173.01000000
2019-10-25,1174.82000000
2019-10-28,1169.93000000
2019-10-29,1167.97000000
2019-10-30,1168.03000000
2019-10-31,1168.07000000
2019-11-01,1167.15000000
2019-11-04,1162.32000000
2019-11-05,1156.13000000
2019-11-06,1158.07000000
2019-11-07,1154.89000000
2019-11-08,1157.02000000
2019-11-11,1166.56000000
2019-11-12,1163.68000000
2019-11-13,1170.41000000
2019-11-14,1171.11000000
2019-11-15,1164.89000000
2019-11-18,1165.48000000
2019-11-19,1166.39000000
2019-11-20,1170.53000000
2019-11-21,1174.93000000
2019-11-22,1178.40000000
2019-11-25,1175.47000000
2019-11-26,1176.83000000
2019-11-27,1177.11000000
2019-11-28,1179.46000000
2019-11-29,1179.94000000
2019-12-02,1185.27000000
2019-12-03,1191.54000000
2019-12-04,1192.31000000
2019-12-05,1190.45000000
2019-12-06,1187.41000000
2019-12-09,1191.23000000
2019-12-10,1192.33000000
2019-12-11,1193.23000000
2019-12-12,1188.28000000
2019-12-13,1171.44000000
2019-12-16,1170.53000000
2019-12-17,1164.11000000
2019-12-18,1166.50000000
2019-12-19,1166.32000000
2019-12-20,1159.39000000
2019-12-23,1163.45000000
2019-12-24,1162.19000000
2019-12-27,1160.60000000
2019-12-30,1156.81000000
2019-12-31,1153.89000000
2020-01-02,1159.87000000
2020-01-03,1166.52000000
2020-01-06,1169.22000000
2020-01-07,1165.84000000
2020-01-08,1167.22000000
2020-01-09,1159.57000000
2020-01-10,1159.50000000
2020-01-13,1157.73000000
2020-01-14,1156.76000000
2020-01-15,1157.08000000
2020-01-16,1158.45000000
2020-01-17,1159.86000000
2020-01-20,1160.20000000
2020-01-21,1167.90000000
2020-01-22,1163.93000000
2020-01-23,1167.75000000
2020-01-24,1168.21000000
2020-01-27,1177.63000000
2020-01-28,1178.74000000
2020-01-29,1178.67000000
2020-01-30,1192.31000000
2020-01-31,1195.80000000
2020-02-03,1192.05000000
2020-02-04,1186.41000000
2020-02-05,1182.05000000
