instrument_code,observed_at,price_value
XAU_KRW,2020-06-25,2120387.76362671
USD_KRW,2020-06-26,1200.56000000
EUR_KRW,2020-06-26,1346.19000000
JPY_KRW,2020-06-26,11.22480000
XAU_USD,2020-06-26,1772.50000000
XAU_KRW,2020-06-26,2127992.60000000
USD_KRW,2020-06-29,1198.87000000
EUR_KRW,2020-06-29,1352.81000000
JPY_KRW,2020-06-29,11.17380000
XAU_USD,2020-06-29,1774.80004883
XAU_KRW,2020-06-29,2127754.53454082
USD_KRW,2020-06-30,1201.85000000
EUR_KRW,2020-06-30,1345.83000000
JPY_KRW,2020-06-30,11.15390000
XAU_USD,2020-06-30,1793.00000000
XAU_KRW,2020-06-30,2154917.05000000
USD_KRW,2020-07-01,1203.43000000
EUR_KRW,2020-07-01,1347.84000000
JPY_KRW,2020-07-01,11.20310000
XAU_USD,2020-07-01,1773.19995117
XAU_KRW,2020-07-01,2133922.01723651
USD_KRW,2020-07-02,1199.63000000
EUR_KRW,2020-07-02,1353.90000000
JPY_KRW,2020-07-02,11.16710000
XAU_USD,2020-07-02,1784.00000000
XAU_KRW,2020-07-02,2140139.92000000
USD_KRW,2020-07-03,1199.70000000
EUR_KRW,2020-07-03,1346.54000000
JPY_KRW,2020-07-03,11.15790000
USD_KRW,2020-07-06,1192.50000000
EUR_KRW,2020-07-06,1350.51000000
JPY_KRW,2020-07-06,11.08980000
XAU_USD,2020-07-06,1788.50000000
XAU_KRW,2020-07-06,2132786.25000000
USD_KRW,2020-07-07,1194.92000000
EUR_KRW,2020-07-07,1349.06000000
JPY_KRW,2020-07-07,11.09330000
XAU_USD,2020-07-07,1804.19995117
XAU_KRW,2020-07-07,2155874.60565206
USD_KRW,2020-07-08,1195.16000000
EUR_KRW,2020-07-08,1348.86000000
JPY_KRW,2020-07-08,11.11180000
XAU_USD,2020-07-08,1815.50000000
XAU_KRW,2020-07-08,2169812.98000000
USD_KRW,2020-07-09,1194.10000000
EUR_KRW,2020-07-09,1354.35000000
JPY_KRW,2020-07-09,11.13130000
XAU_USD,2020-07-09,1799.19995117
XAU_KRW,2020-07-09,2148424.66169210
USD_KRW,2020-07-10,1201.40000000
EUR_KRW,2020-07-10,1354.70000000
JPY_KRW,2020-07-10,11.24420000
XAU_USD,2020-07-10,1798.19995117
XAU_KRW,2020-07-10,2160357.42133564
USD_KRW,2020-07-13,1201.67000000
EUR_KRW,2020-07-13,1361.37000000
JPY_KRW,2020-07-13,11.21390000
XAU_USD,2020-07-13,1811.00000000
XAU_KRW,2020-07-13,2176224.37000000
USD_KRW,2020-07-14,1206.14000000
EUR_KRW,2020-07-14,1371.98000000
JPY_KRW,2020-07-14,11.23010000
XAU_USD,2020-07-14,1810.59997559
XAU_KRW,2020-07-14,2183837.05455812
USD_KRW,2020-07-15,1200.24000000
EUR_KRW,2020-07-15,1373.55000000
JPY_KRW,2020-07-15,11.23560000
XAU_USD,2020-07-15,1811.40002441
XAU_KRW,2020-07-15,2174114.76529786
USD_KRW,2020-07-16,1203.56000000
EUR_KRW,2020-07-16,1373.74000000
JPY_KRW,2020-07-16,11.23810000
XAU_USD,2020-07-16,1798.69995117
XAU_KRW,2020-07-16,2164843.31323017
USD_KRW,2020-07-17,1204.54000000
EUR_KRW,2020-07-17,1376.55000000
JPY_KRW,2020-07-17,11.23440000
XAU_USD,2020-07-17,1808.30004883
XAU_KRW,2020-07-17,2178169.74081769
USD_KRW,2020-07-20,1202.89000000
EUR_KRW,2020-07-20,1377.07000000
JPY_KRW,2020-07-20,11.22950000
XAU_USD,2020-07-20,1815.90002441
XAU_KRW,2020-07-20,2184327.98036254
USD_KRW,2020-07-21,1195.46000000
EUR_KRW,2020-07-21,1367.96000000
JPY_KRW,2020-07-21,11.14880000
XAU_USD,2020-07-21,1842.40002441
XAU_KRW,2020-07-21,2202515.53318118
USD_KRW,2020-07-22,1195.70000000
EUR_KRW,2020-07-22,1384.38000000
JPY_KRW,2020-07-22,11.16980000
XAU_USD,2020-07-22,1864.09997559
XAU_KRW,2020-07-22,2228904.34081296
USD_KRW,2020-07-23,1200.89000000
EUR_KRW,2020-07-23,1389.31000000
JPY_KRW,2020-07-23,11.20590000
XAU_USD,2020-07-23,1889.09997559
XAU_KRW,2020-07-23,2268601.26968628
USD_KRW,2020-07-24,1203.33000000
EUR_KRW,2020-07-24,1396.83000000
JPY_KRW,2020-07-24,11.32320000
XAU_USD,2020-07-24,1897.30004883
XAU_KRW,2020-07-24,2283078.06775860
USD_KRW,2020-07-27,1196.56000000
EUR_KRW,2020-07-27,1407.15000000
JPY_KRW,2020-07-27,11.35900000
XAU_USD,2020-07-27,1931.00000000
XAU_KRW,2020-07-27,2310557.36000000
USD_KRW,2020-07-28,1200.08000000
EUR_KRW,2020-07-28,1406.13000000
JPY_KRW,2020-07-28,11.40040000
XAU_USD,2020-07-28,1944.69995117
XAU_KRW,2020-07-28,2333795.51740009
USD_KRW,2020-07-29,1194.22000000
EUR_KRW,2020-07-29,1400.22000000
JPY_KRW,2020-07-29,11.35800000
XAU_USD,2020-07-29,1953.50000000
XAU_KRW,2020-07-29,2332908.77000000
USD_KRW,2020-07-30,1195.74000000
EUR_KRW,2020-07-30,1404.16000000
JPY_KRW,2020-07-30,11.36240000
XAU_USD,2020-07-30,1942.30004883
XAU_KRW,2020-07-30,2322485.86038798
USD_KRW,2020-07-31,1189.70000000
EUR_KRW,2020-07-31,1409.56000000
JPY_KRW,2020-07-31,11.33910000
XAU_USD,2020-07-31,1962.80004883
XAU_KRW,2020-07-31,2335143.21809305
USD_KRW,2020-08-03,1195.00000000
EUR_KRW,2020-08-03,1401.26000000
JPY_KRW,2020-08-03,11.25420000
XAU_USD,2020-08-03,1966.00000000
XAU_KRW,2020-08-03,2349370.00000000
USD_KRW,2020-08-04,1195.49000000
EUR_KRW,2020-08-04,1406.49000000
JPY_KRW,2020-08-04,11.27180000
XAU_USD,2020-08-04,2001.19995117
XAU_KRW,2020-08-04,2392414.52962422
USD_KRW,2020-08-05,1185.88000000
EUR_KRW,2020-08-05,1405.74000000
JPY_KRW,2020-08-05,11.21270000
XAU_USD,2020-08-05,2031.09997559
XAU_KRW,2020-08-05,2408640.83905267
USD_KRW,2020-08-06,1186.35000000
EUR_KRW,2020-08-06,1404.99000000
JPY_KRW,2020-08-06,11.24350000
XAU_USD,2020-08-06,2051.50000000
XAU_KRW,2020-08-06,2433797.02500000
USD_KRW,2020-08-07,1186.34000000
EUR_KRW,2020-08-07,1401.90000000
JPY_KRW,2020-08-07,11.22330000
XAU_USD,2020-08-07,2010.09997559
XAU_KRW,2020-08-07,2384662.00504144
USD_KRW,2020-08-10,1187.01000000
EUR_KRW,2020-08-10,1396.28000000
JPY_KRW,2020-08-10,11.19350000
XAU_USD,2020-08-10,2024.40002441
XAU_KRW,2020-08-10,2402983.07297491
USD_KRW,2020-08-11,1182.88000000
EUR_KRW,2020-08-11,1393.79000000
JPY_KRW,2020-08-11,11.15300000
XAU_USD,2020-08-11,1932.59997559
XAU_KRW,2020-08-11,2286033.85912590
USD_KRW,2020-08-12,1184.20000000
EUR_KRW,2020-08-12,1393.92000000
JPY_KRW,2020-08-12,11.06990000
XAU_USD,2020-08-12,1934.90002441
XAU_KRW,2020-08-12,2291308.60890632
USD_KRW,2020-08-13,1185.01000000
EUR_KRW,2020-08-13,1402.22000000
JPY_KRW,2020-08-13,11.07770000
XAU_USD,2020-08-13,1956.69995117
XAU_KRW,2020-08-13,2318709.00913596
USD_KRW,2020-08-14,1186.92000000
EUR_KRW,2020-08-14,1402.11000000
JPY_KRW,2020-08-14,11.12700000
XAU_USD,2020-08-14,1937.00000000
XAU_KRW,2020-08-14,2299064.04000000
USD_KRW,2020-08-17,1186.09000000
EUR_KRW,2020-08-17,1405.87000000
JPY_KRW,2020-08-17,11.15860000
XAU_USD,2020-08-17,1985.00000000
XAU_KRW,2020-08-17,2354388.65000000
USD_KRW,2020-08-18,1184.34000000
EUR_KRW,2020-08-18,1410.08000000
JPY_KRW,2020-08-18,11.23210000
XAU_USD,2020-08-18,1999.40002441
XAU_KRW,2020-08-18,2367969.42490974
USD_KRW,2020-08-19,1178.22000000
EUR_KRW,2020-08-19,1405.97000000
JPY_KRW,2020-08-19,11.18160000
XAU_USD,2020-08-19,1958.69995117
XAU_KRW,2020-08-19,2307779.45646752
USD_KRW,2020-08-20,1188.37000000
EUR_KRW,2020-08-20,1408.22000000
JPY_KRW,2020-08-20,11.22450000
XAU_USD,2020-08-20,1933.80004883
XAU_KRW,2020-08-20,2298069.96402811
USD_KRW,2020-08-21,1192.24000000
EUR_KRW,2020-08-21,1403.15000000
JPY_KRW,2020-08-21,11.26760000
XAU_USD,2020-08-21,1934.59997559
XAU_KRW,2020-08-21,2306507.47489742
USD_KRW,2020-08-24,1187.07000000
EUR_KRW,2020-08-24,1406.32000000
JPY_KRW,2020-08-24,11.22720000
XAU_USD,2020-08-24,1927.69995117
XAU_KRW,2020-08-24,2288314.78103537
USD_KRW,2020-08-25,1186.83000000
EUR_KRW,2020-08-25,1402.12000000
JPY_KRW,2020-08-25,11.15720000
XAU_USD,2020-08-25,1911.80004883
XAU_KRW,2020-08-25,2268981.65195291
USD_KRW,2020-08-26,1186.67000000
EUR_KRW,2020-08-26,1398.97000000
JPY_KRW,2020-08-26,11.16140000
XAU_USD,2020-08-26,1940.69995117
XAU_KRW,2020-08-26,2302970.41105490
USD_KRW,2020-08-27,1185.63000000
EUR_KRW,2020-08-27,1399.75000000
JPY_KRW,2020-08-27,11.16760000
XAU_USD,2020-08-27,1921.59997559
XAU_KRW,2020-08-27,2278306.57905877
USD_KRW,2020-08-28,1181.07000000
EUR_KRW,2020-08-28,1407.24000000
JPY_KRW,2020-08-28,11.22290000
XAU_USD,2020-08-28,1964.59997559
XAU_KRW,2020-08-28,2320330.09317008
USD_KRW,2020-08-31,1185.73000000
EUR_KRW,2020-08-31,1415.76000000
JPY_KRW,2020-08-31,11.19440000
XAU_USD,2020-08-31,1967.59997559
XAU_KRW,2020-08-31,2333042.31905633
USD_KRW,2020-09-01,1184.72000000
EUR_KRW,2020-09-01,1420.12000000
JPY_KRW,2020-09-01,11.18910000
XAU_USD,2020-09-01,1968.19995117
XAU_KRW,2020-09-01,2331765.84615012
USD_KRW,2020-09-02,1187.14000000
EUR_KRW,2020-09-02,1408.07000000
JPY_KRW,2020-09-02,11.17520000
XAU_USD,2020-09-02,1934.40002441
XAU_KRW,2020-09-02,2296403.64497809
USD_KRW,2020-09-03,1190.76000000
EUR_KRW,2020-09-03,1406.65000000
JPY_KRW,2020-09-03,11.17720000
XAU_USD,2020-09-03,1927.59997559
XAU_KRW,2020-09-03,2295308.94693355
USD_KRW,2020-09-04,1189.89000000
EUR_KRW,2020-09-04,1409.07000000
JPY_KRW,2020-09-04,11.20180000
XAU_USD,2020-09-04,1923.90002441
XAU_KRW,2020-09-04,2289229.40004521
USD_KRW,2020-09-07,1188.34000000
EUR_KRW,2020-09-07,1405.09000000
JPY_KRW,2020-09-07,11.18790000
USD_KRW,2020-09-08,1189.77000000
EUR_KRW,2020-09-08,1402.14000000
JPY_KRW,2020-09-08,11.19920000
XAU_USD,2020-09-08,1933.00000000
XAU_KRW,2020-09-08,2299825.41000000
USD_KRW,2020-09-09,1187.33000000
EUR_KRW,2020-09-09,1397.84000000
JPY_KRW,2020-09-09,11.17820000
XAU_USD,2020-09-09,1944.69995117
XAU_KRW,2020-09-09,2309000.59302268
USD_KRW,2020-09-10,1186.46000000
EUR_KRW,2020-09-10,1405.84000000
JPY_KRW,2020-09-10,11.17880000
XAU_USD,2020-09-10,1954.19995117
XAU_KRW,2020-09-10,2318580.07406516
USD_KRW,2020-09-11,1187.00000000
EUR_KRW,2020-09-11,1407.07000000
JPY_KRW,2020-09-11,11.18320000
XAU_USD,2020-09-11,1937.80004883
XAU_KRW,2020-09-11,2300168.65796121
USD_KRW,2020-09-14,1182.83000000
EUR_KRW,2020-09-14,1404.73000000
JPY_KRW,2020-09-14,11.16460000
XAU_USD,2020-09-14,1953.09997559
XAU_KRW,2020-09-14,2310185.24412712
USD_KRW,2020-09-15,1177.88000000
EUR_KRW,2020-09-15,1400.73000000
JPY_KRW,2020-09-15,11.17100000
XAU_USD,2020-09-15,1956.30004883
XAU_KRW,2020-09-15,2304286.70151588
USD_KRW,2020-09-16,1171.72000000
EUR_KRW,2020-09-16,1390.72000000
JPY_KRW,2020-09-16,11.15070000
XAU_USD,2020-09-16,1960.19995117
XAU_KRW,2020-09-16,2296805.48678491
USD_KRW,2020-09-17,1172.47000000
EUR_KRW,2020-09-17,1383.16000000
JPY_KRW,2020-09-17,11.21060000
XAU_USD,2020-09-17,1940.00000000
XAU_KRW,2020-09-17,2274591.80000000
USD_KRW,2020-09-18,1162.82000000
EUR_KRW,2020-09-18,1375.96000000
JPY_KRW,2020-09-18,11.14230000
XAU_USD,2020-09-18,1952.09997559
XAU_KRW,2020-09-18,2269940.89361556
USD_KRW,2020-09-21,1164.71000000
EUR_KRW,2020-09-21,1372.84000000
JPY_KRW,2020-09-21,11.18860000
XAU_USD,2020-09-21,1901.19995117
XAU_KRW,2020-09-21,2214346.59512721
USD_KRW,2020-09-22,1161.73000000
EUR_KRW,2020-09-22,1363.87000000
JPY_KRW,2020-09-22,11.10820000
XAU_USD,2020-09-22,1898.59997559
XAU_KRW,2020-09-22,2205660.54964217
USD_KRW,2020-09-23,1165.58000000
EUR_KRW,2020-09-23,1362.80000000
JPY_KRW,2020-09-23,11.08780000
XAU_USD,2020-09-23,1859.90002441
XAU_KRW,2020-09-23,2167862.27045181
USD_KRW,2020-09-24,1174.37000000
EUR_KRW,2020-09-24,1367.55000000
JPY_KRW,2020-09-24,11.14280000
XAU_USD,2020-09-24,1868.30004883
XAU_KRW,2020-09-24,2194075.52834449
USD_KRW,2020-09-25,1175.49000000
EUR_KRW,2020-09-25,1367.57000000
JPY_KRW,2020-09-25,11.14200000
XAU_USD,2020-09-25,1857.69995117
XAU_KRW,2020-09-25,2183707.71560082
USD_KRW,2020-09-28,1169.43000000
EUR_KRW,2020-09-28,1364.72000000
JPY_KRW,2020-09-28,11.09350000
XAU_USD,2020-09-28,1872.80004883
XAU_KRW,2020-09-28,2190108.56110327
USD_KRW,2020-09-29,1167.23000000
EUR_KRW,2020-09-29,1365.89000000
JPY_KRW,2020-09-29,11.05000000
XAU_USD,2020-09-29,1894.30004883
XAU_KRW,2020-09-29,2211083.84599584
USD_KRW,2020-09-30,1168.87000000
EUR_KRW,2020-09-30,1368.51000000
JPY_KRW,2020-09-30,11.05780000
XAU_USD,2020-09-30,1887.50000000
XAU_KRW,2020-09-30,2206242.12500000
USD_KRW,2020-10-01,1161.53000000
EUR_KRW,2020-10-01,1365.03000000
JPY_KRW,2020-10-01,11.01010000
XAU_USD,2020-10-01,1908.40002441
XAU_KRW,2020-10-01,2216663.88035295
USD_KRW,2020-10-02,1163.41000000
EUR_KRW,2020-10-02,1364.68000000
JPY_KRW,2020-10-02,11.05900000
XAU_USD,2020-10-02,1900.19995117
XAU_KRW,2020-10-02,2210711.62519069
USD_KRW,2020-10-05,1158.84000000
EUR_KRW,2020-10-05,1363.72000000
JPY_KRW,2020-10-05,10.97560000
XAU_USD,2020-10-05,1912.50000000
XAU_KRW,2020-10-05,2216281.50000000
USD_KRW,2020-10-06,1160.23000000
EUR_KRW,2020-10-06,1368.49000000
JPY_KRW,2020-10-06,10.98480000
XAU_USD,2020-10-06,1901.09997559
XAU_KRW,2020-10-06,2205713.22467879
USD_KRW,2020-10-07,1157.77000000
EUR_KRW,2020-10-07,1362.70000000
JPY_KRW,2020-10-07,10.92520000
XAU_USD,2020-10-07,1883.59997559
XAU_KRW,2020-10-07,2180775.54373883
USD_KRW,2020-10-08,1152.13000000
EUR_KRW,2020-10-08,1355.48000000
JPY_KRW,2020-10-08,10.87080000
XAU_USD,2020-10-08,1888.59997559
XAU_KRW,2020-10-08,2175912.68987651
USD_KRW,2020-10-09,1144.99000000
EUR_KRW,2020-10-09,1350.52000000
JPY_KRW,2020-10-09,10.80850000
XAU_USD,2020-10-09,1919.50000000
XAU_KRW,2020-10-09,2197808.30500000
USD_KRW,2020-10-12,1148.66000000
EUR_KRW,2020-10-12,1355.30000000
JPY_KRW,2020-10-12,10.89380000
XAU_USD,2020-10-12,1922.50000000
XAU_KRW,2020-10-12,2208298.85000000
USD_KRW,2020-10-13,1146.18000000
EUR_KRW,2020-10-13,1351.00000000
JPY_KRW,2020-10-13,10.86190000
XAU_USD,2020-10-13,1888.50000000
XAU_KRW,2020-10-13,2164560.93000000
USD_KRW,2020-10-14,1146.13000000
EUR_KRW,2020-10-14,1346.70000000
JPY_KRW,2020-10-14,10.88680000
XAU_USD,2020-10-14,1901.30004883
XAU_KRW,2020-10-14,2179137.02496553
USD_KRW,2020-10-15,1148.98000000
EUR_KRW,2020-10-15,1344.08000000
JPY_KRW,2020-10-15,10.91420000
XAU_USD,2020-10-15,1903.19995117
XAU_KRW,2020-10-15,2186738.67989531
USD_KRW,2020-10-16,1142.29000000
EUR_KRW,2020-10-16,1341.16000000
JPY_KRW,2020-10-16,10.85170000
XAU_USD,2020-10-16,1900.80004883
XAU_KRW,2020-10-16,2171264.88777802
USD_KRW,2020-10-19,1138.17000000
EUR_KRW,2020-10-19,1341.33000000
JPY_KRW,2020-10-19,10.80760000
XAU_USD,2020-10-19,1906.40002441
XAU_KRW,2020-10-19,2169807.31578273
USD_KRW,2020-10-20,1140.01000000
EUR_KRW,2020-10-20,1346.35000000
JPY_KRW,2020-10-20,10.78890000
XAU_USD,2020-10-20,1910.40002441
XAU_KRW,2020-10-20,2177875.13182764
USD_KRW,2020-10-21,1133.21000000
EUR_KRW,2020-10-21,1343.08000000
JPY_KRW,2020-10-21,10.80780000
XAU_USD,2020-10-21,1924.59997559
XAU_KRW,2020-10-21,2180975.93833834
USD_KRW,2020-10-22,1134.98000000
EUR_KRW,2020-10-22,1341.66000000
JPY_KRW,2020-10-22,10.84430000
XAU_USD,2020-10-22,1901.09997559
XAU_KRW,2020-10-22,2157710.45029514
USD_KRW,2020-10-23,1128.98000000
EUR_KRW,2020-10-23,1338.52000000
JPY_KRW,2020-10-23,10.77970000
XAU_USD,2020-10-23,1902.00000000
XAU_KRW,2020-10-23,2147319.96000000
USD_KRW,2020-10-26,1132.34000000
EUR_KRW,2020-10-26,1338.31000000
JPY_KRW,2020-10-26,10.78070000
XAU_USD,2020-10-26,1902.69995117
XAU_KRW,2020-10-26,2154503.26270784
USD_KRW,2020-10-27,1126.51000000
EUR_KRW,2020-10-27,1332.89000000
JPY_KRW,2020-10-27,10.77170000
XAU_USD,2020-10-27,1908.80004883
XAU_KRW,2020-10-27,2150282.34300748
USD_KRW,2020-10-28,1136.28000000
EUR_KRW,2020-10-28,1332.51000000
JPY_KRW,2020-10-28,10.89010000
XAU_USD,2020-10-28,1876.19995117
XAU_KRW,2020-10-28,2131888.48051545
USD_KRW,2020-10-29,1133.73000000
EUR_KRW,2020-10-29,1326.92000000
JPY_KRW,2020-10-29,10.86840000
XAU_USD,2020-10-29,1865.59997559
XAU_KRW,2020-10-29,2115086.66032565
USD_KRW,2020-10-30,1131.99000000
EUR_KRW,2020-10-30,1324.20000000
JPY_KRW,2020-10-30,10.82220000
XAU_USD,2020-10-30,1877.40002441
XAU_KRW,2020-10-30,2125198.05363188
USD_KRW,2020-11-02,1133.38000000
EUR_KRW,2020-11-02,1320.61000000
JPY_KRW,2020-11-02,10.83090000
XAU_USD,2020-11-02,1890.40002441
XAU_KRW,2020-11-02,2142541.57966581
USD_KRW,2020-11-03,1131.21000000
EUR_KRW,2020-11-03,1323.74000000
JPY_KRW,2020-11-03,10.80080000
XAU_USD,2020-11-03,1908.50000000
XAU_KRW,2020-11-03,2158914.28500000
USD_KRW,2020-11-04,1132.36000000
EUR_KRW,2020-11-04,1327.24000000
JPY_KRW,2020-11-04,10.85140000
XAU_USD,2020-11-04,1894.59997559
XAU_KRW,2020-11-04,2145369.22835909
USD_KRW,2020-11-05,1122.46000000
EUR_KRW,2020-11-05,1330.68000000
JPY_KRW,2020-11-05,10.83090000
XAU_USD,2020-11-05,1945.30004883
XAU_KRW,2020-11-05,2183521.49280972
USD_KRW,2020-11-06,1122.66000000
EUR_KRW,2020-11-06,1332.60000000
JPY_KRW,2020-11-06,10.86420000
XAU_USD,2020-11-06,1950.30004883
XAU_KRW,2020-11-06,2189523.85281949
USD_KRW,2020-11-09,1112.03000000
EUR_KRW,2020-11-09,1321.43000000
JPY_KRW,2020-11-09,10.59940000
XAU_USD,2020-11-09,1853.19995117
XAU_KRW,2020-11-09,2060813.94169958
USD_KRW,2020-11-10,1116.98000000
EUR_KRW,2020-11-10,1318.93000000
JPY_KRW,2020-11-10,10.60570000
XAU_USD,2020-11-10,1875.40002441
XAU_KRW,2020-11-10,2094784.31926548
USD_KRW,2020-11-11,1114.35000000
EUR_KRW,2020-11-11,1311.14000000
JPY_KRW,2020-11-11,10.56770000
XAU_USD,2020-11-11,1860.69995117
XAU_KRW,2020-11-11,2073470.99058629
USD_KRW,2020-11-12,1114.74000000
EUR_KRW,2020-11-12,1314.39000000
JPY_KRW,2020-11-12,10.57860000
XAU_USD,2020-11-12,1872.59997559
XAU_KRW,2020-11-12,2087462.09678920
USD_KRW,2020-11-13,1110.32000000
EUR_KRW,2020-11-13,1311.84000000
JPY_KRW,2020-11-13,10.58960000
XAU_USD,2020-11-13,1885.69995117
XAU_KRW,2020-11-13,2093730.36978307
USD_KRW,2020-11-16,1107.78000000
EUR_KRW,2020-11-16,1310.50000000
JPY_KRW,2020-11-16,10.55580000
XAU_USD,2020-11-16,1887.30004883
XAU_KRW,2020-11-16,2090713.24809290
USD_KRW,2020-11-17,1106.50000000
EUR_KRW,2020-11-17,1314.74000000
JPY_KRW,2020-11-17,10.62160000
XAU_USD,2020-11-17,1884.50000000
XAU_KRW,2020-11-17,2085199.25000000
USD_KRW,2020-11-18,1104.27000000
EUR_KRW,2020-11-18,1310.55000000
JPY_KRW,2020-11-18,10.63070000
XAU_USD,2020-11-18,1873.50000000
XAU_KRW,2020-11-18,2068849.84500000
USD_KRW,2020-11-19,1116.52000000
EUR_KRW,2020-11-19,1321.07000000
JPY_KRW,2020-11-19,10.73340000
XAU_USD,2020-11-19,1861.09997559
XAU_KRW,2020-11-19,2077955.34474575
USD_KRW,2020-11-20,1115.45000000
EUR_KRW,2020-11-20,1323.26000000
JPY_KRW,2020-11-20,10.74250000
XAU_USD,2020-11-20,1872.59997559
XAU_KRW,2020-11-20,2088791.64277187
USD_KRW,2020-11-23,1111.95000000
EUR_KRW,2020-11-23,1323.33000000
JPY_KRW,2020-11-23,10.71780000
XAU_USD,2020-11-23,1837.80004883
XAU_KRW,2020-11-23,2043541.76429652
USD_KRW,2020-11-24,1111.48000000
EUR_KRW,2020-11-24,1318.77000000
JPY_KRW,2020-11-24,10.63010000
XAU_USD,2020-11-24,1804.80004883
XAU_KRW,2020-11-24,2005999.15827357
USD_KRW,2020-11-25,1106.49000000
EUR_KRW,2020-11-25,1315.62000000
JPY_KRW,2020-11-25,10.59360000
XAU_USD,2020-11-25,1805.69995117
XAU_KRW,2020-11-25,1997988.93897009
USD_KRW,2020-11-26,1107.76000000
EUR_KRW,2020-11-26,1318.24000000
JPY_KRW,2020-11-26,10.62750000
USD_KRW,2020-11-27,1105.55000000
EUR_KRW,2020-11-27,1318.04000000
JPY_KRW,2020-11-27,10.60970000
XAU_USD,2020-11-27,1781.90002441
XAU_KRW,2020-11-27,1969979.57198648
USD_KRW,2020-11-30,1106.91000000
EUR_KRW,2020-11-30,1326.08000000
JPY_KRW,2020-11-30,10.62650000
XAU_USD,2020-11-30,1775.69995117
XAU_KRW,2020-11-30,1965540.03294958
USD_KRW,2020-12-01,1108.56000000
EUR_KRW,2020-12-01,1326.72000000
JPY_KRW,2020-12-01,10.62060000
XAU_USD,2020-12-01,1814.09997559
XAU_KRW,2020-12-01,2011038.66894005
USD_KRW,2020-12-02,1102.44000000
EUR_KRW,2020-12-02,1330.20000000
JPY_KRW,2020-12-02,10.54630000
XAU_USD,2020-12-02,1825.69995117
XAU_KRW,2020-12-02,2012724.65416785
USD_KRW,2020-12-03,1091.19000000
EUR_KRW,2020-12-03,1325.91000000
JPY_KRW,2020-12-03,10.48230000
XAU_USD,2020-12-03,1836.80004883
XAU_KRW,2020-12-03,2004297.84528281
USD_KRW,2020-12-04,1086.11000000
EUR_KRW,2020-12-04,1320.60000000
JPY_KRW,2020-12-04,10.44450000
XAU_USD,2020-12-04,1835.90002441
XAU_KRW,2020-12-04,1993989.37551195
USD_KRW,2020-12-07,1085.82000000
EUR_KRW,2020-12-07,1316.88000000
JPY_KRW,2020-12-07,10.42660000
XAU_USD,2020-12-07,1861.80004883
XAU_KRW,2020-12-07,2021579.72902059
USD_KRW,2020-12-08,1085.13000000
EUR_KRW,2020-12-08,1314.53000000
JPY_KRW,2020-12-08,10.41790000
XAU_USD,2020-12-08,1870.80004883
XAU_KRW,2020-12-08,2030061.25698690
USD_KRW,2020-12-09,1085.37000000
EUR_KRW,2020-12-09,1314.27000000
JPY_KRW,2020-12-09,10.42660000
XAU_USD,2020-12-09,1834.59997559
XAU_KRW,2020-12-09,1991219.77550612
USD_KRW,2020-12-10,1088.34000000
EUR_KRW,2020-12-10,1318.52000000
JPY_KRW,2020-12-10,10.42060000
XAU_USD,2020-12-10,1833.59997559
XAU_KRW,2020-12-10,1995580.19743362
USD_KRW,2020-12-11,1092.87000000
EUR_KRW,2020-12-11,1325.32000000
JPY_KRW,2020-12-11,10.49510000
XAU_USD,2020-12-11,1839.80004883
XAU_KRW,2020-12-11,2010662.27936484
USD_KRW,2020-12-14,1091.51000000
EUR_KRW,2020-12-14,1327.50000000
JPY_KRW,2020-12-14,10.52650000
XAU_USD,2020-12-14,1828.69995117
XAU_KRW,2020-12-14,1996044.28370157
USD_KRW,2020-12-15,1093.65000000
EUR_KRW,2020-12-15,1327.69000000
JPY_KRW,2020-12-15,10.53050000
XAU_USD,2020-12-15,1852.30004883
XAU_KRW,2020-12-15,2025767.94840293
USD_KRW,2020-12-16,1093.53000000
EUR_KRW,2020-12-16,1332.90000000
JPY_KRW,2020-12-16,10.58110000
XAU_USD,2020-12-16,1856.09997559
XAU_KRW,2020-12-16,2029701.00630693
USD_KRW,2020-12-17,1092.99000000
EUR_KRW,2020-12-17,1338.48000000
JPY_KRW,2020-12-17,10.60690000
XAU_USD,2020-12-17,1887.19995117
XAU_KRW,2020-12-17,2062690.67462930
USD_KRW,2020-12-18,1098.74000000
EUR_KRW,2020-12-18,1346.95000000
JPY_KRW,2020-12-18,10.63190000
XAU_USD,2020-12-18,1885.69995117
XAU_KRW,2020-12-18,2071893.96434853
USD_KRW,2020-12-21,1109.44000000
EUR_KRW,2020-12-21,1350.52000000
JPY_KRW,2020-12-21,10.71500000
XAU_USD,2020-12-21,1879.19995117
XAU_KRW,2020-12-21,2084859.59382604
USD_KRW,2020-12-22,1105.84000000
EUR_KRW,2020-12-22,1353.44000000
JPY_KRW,2020-12-22,10.69740000
XAU_USD,2020-12-22,1866.59997559
XAU_KRW,2020-12-22,2064160.91700645
USD_KRW,2020-12-23,1107.55000000
EUR_KRW,2020-12-23,1347.45000000
JPY_KRW,2020-12-23,10.69490000
XAU_USD,2020-12-23,1874.69995117
XAU_KRW,2020-12-23,2076323.93091833
USD_KRW,2020-12-24,1103.07000000
EUR_KRW,2020-12-24,1344.97000000
JPY_KRW,2020-12-24,10.64230000
XAU_USD,2020-12-24,1879.90002441
XAU_KRW,2020-12-24,2073661.31992594
USD_KRW,2020-12-28,1097.36000000
EUR_KRW,2020-12-28,1340.87000000
